condition,ratio,strategy,position_mode,doc_id,target_tokens,fact_class,gold,prediction,clean_hit,semantic_hit,exact_hit,distractor_hit,rank_margin,answer_logprob,n_active_positions,n_doc_tokens
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,###,False,False,False,False,2.843311309814453,-8.022575378417969,2168,4232
KV_STRIDE_COMPACT,2.0,stride,compact,A-s11-d0-t4096,4096,composition,Longmere,"### The






































### The",False,False,False,False,-2.8039417266845703,-9.586311340332031,2168,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,semantic,crimson,blue,False,False,False,True,-26.113044321537018,-26.30081558227539,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,identifier,MB-3138-XD,Kx 40,False,False,False,False,-1.791426181793213,-9.044425964355469,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,number,"11,583",1,False,False,False,False,1.459442138671875,-4.7285614013671875,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,date,2031-04-12,20212. The date for Ordell the Ordell 202222222022222222222222222220222,False,False,False,False,1.844128131866455,-3.814413070678711,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,Answer: 6000,False,False,False,False,5.514279365539551,-8.7305326461792,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,/var,False,False,False,False,-0.3361215591430664,-13.210514068603516,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,https. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The mirror. The,False,False,False,False,-0.061038970947265625,-9.45067024230957,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,Hal for the Ordell,False,False,False,False,-7.94455623626709,-17.114578247070312,1110,4232
KV_STRIDE,4.0,stride,original,A-s11-d0-t4096,4096,composition,Longmere,Fenned the Ordell held the Ordell. The Ordell the Ordell the Ordell the Ordell the Ordell. The Ordell. The Ordell. The Ordell. The Ordell. The Ordell. The,False,False,False,False,-1.3353605270385742,-8.99808120727539,1110,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,semantic,crimson,Answer: blue,False,False,False,True,-19.731958389282227,-26.1295223236084,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,identifier,MB-3138-XD,KP-401. The Q3. The Q3. The Q3. The Q3. The Q3. The Q3. The Q3. The Q3. The Q3. The Q3. The Q,False,False,False,False,-1.9581313133239746,-9.730057716369629,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,number,"11,583",3,False,False,False,False,-0.23018312454223633,-7.739538669586182,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,date,2031-04-12,Answer: 201,False,False,False,False,1.1991972923278809,-4.913954734802246,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,Answer: 322,False,False,False,False,2.88523006439209,-12.555230140686035,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,/ord. The Q3,False,False,False,False,0.01594829559326172,-13.092686653137207,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,"https://


https://",False,False,False,False,0.25605249404907227,-7.539832592010498,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,T,False,False,False,False,1.5796184539794922,-11.675437927246094,1109,4232
KV_SINK,4.0,sink,original,A-s11-d0-t4096,4096,composition,Longmere,Raven,False,False,False,False,-13.484109878540039,-20.12786102294922,1109,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,semantic,crimson,###,False,False,False,False,-1.5380592346191406,-18.82958221435547,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,identifier,MB-3138-XD,###,False,False,False,False,-1.668067455291748,-8.904739379882812,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,number,"11,583",### 40,False,False,False,False,0.33405447006225586,-6.2774338722229,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,date,2031-04-12,###,False,False,False,False,0.5181350708007812,-4.345524787902832,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,### 1,False,False,False,False,2.109910011291504,-7.910800933837891,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,### 7. The,False,False,False,False,-0.13029003143310547,-12.797630310058594,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,### The,False,False,False,False,-1.0788869857788086,-12.40254020690918,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,### The,False,False,False,False,3.1627378463745117,-13.548426628112793,1110,4232
KV_STRIDE_COMPACT,4.0,stride,compact,A-s11-d0-t4096,4096,composition,Longmere,### 4,False,False,False,False,-5.479389190673828,-15.881819725036621,1110,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,semantic,crimson,"Answer
<document
###


The
Answer: blue
Answer: blue
Answer: blue
Answer: blue
Answer: blue
Answer: blue
Answer: blue
Answer: blue
Answer: blue
Answer: blue",False,False,False,True,-22.642865657806396,-24.665576934814453,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,identifier,MB-3138-XD,"K
The
Answer
Answer: 47-10
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer
Answer",False,False,False,False,-0.9747695922851562,-13.897797584533691,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,number,"11,583",0,False,False,False,False,2.398883819580078,-9.820889472961426,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,date,2031-04-12,"20
Answer
Answer: 42120
Answer: 2022211121212612611212612612612",False,False,False,False,0.4532184600830078,-7.349728584289551,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,"Answer
Answer:
</think>
Answer:
Answer: 4061862121667112156212662114662121462",False,False,False,False,6.446470260620117,-14.726686477661133,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,"/var
Answer
</think>
Answer
Answer: /var
Answer: /var
Answer
Answer: /var
Answer: /var
Answer: /var
Answer: /var
Answer: /var
Answer:",False,False,False,False,0.04306602478027344,-17.218721389770508,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,"https
<document
###


https
Answer: https://



Answer: https://
Answer: https://
Answer: https://
Answer: https://
Answer: https://
Answer: https://
Answer",False,False,False,False,-1.5202808380126953,-12.28386402130127,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,"Hal
<document
Answer
Answer: The site of the document.",False,False,False,False,2.5388927459716797,-20.029531478881836,581,4232
KV_STRIDE,8.0,stride,original,A-s11-d0-t4096,4096,composition,Longmere,"F

<",False,False,False,False,0.5991306304931641,-16.810855865478516,581,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,semantic,crimson,"Answer
</think>
</think>
</think>
</think>
</think>
</think>
The
The
The
The
The
The
The
The
The
The
The




The",False,False,False,False,-17.36778736114502,-27.37491798400879,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,identifier,MB-3138-XD,"RT
</think>
The
### Section 017
Answer: The replacement for the Mir
Answer: The replacement for the Mir
The replacement for the Mir


</think>
</think>
The replacement for the Mir
Answer",False,False,False,False,-7.734169960021973,-15.33590030670166,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,number,"11,583","1
</think>",False,False,False,False,0.7744617462158203,-6.2338104248046875,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,date,2031-04-12,"April 11
The
The electrical audit for the audit for the electrical audit for the audit for the electrical audit for the electrical audit for the electrical audit for the electrical audit for the electrical audit for the electrical audit for the electrical audit",False,False,False,False,1.6927895545959473,-5.663738250732422,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,Answer: The answer.,False,False,False,False,7.762428283691406,-8.663595199584961,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,/,False,False,False,False,0.00089263916015625,-16.47258186340332,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,"The document

</think>
</think>
</think>
The document
The document
The document
The
The
The
The document
The document
The document
The document
The
The document
The document
The document",False,False,False,False,-0.7526388168334961,-11.558618545532227,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,"Hal
</think>
</think>",False,False,False,False,-1.6956138610839844,-20.777116775512695,580,4232
KV_SINK,8.0,sink,original,A-s11-d0-t4096,4096,composition,Longmere,"Fenn
<",False,False,False,False,12.611862182617188,-7.821693420410156,580,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,semantic,crimson,### 1. The,False,False,False,False,3.812084197998047,-15.128841400146484,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,identifier,MB-3138-XD,### 4,False,False,False,False,-2.05869722366333,-8.919050216674805,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,number,"11,583",### 4,False,False,False,False,0.13630247116088867,-5.619499683380127,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,date,2031-04-12,### 4,False,False,False,False,0.8384280204772949,-3.5818495750427246,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,### 40,False,False,False,False,1.0589170455932617,-8.236612319946289,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,### 407,False,False,False,False,-0.049346923828125,-11.883166313171387,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,"**Answer:**
Answer: 4",False,False,False,False,0.031441688537597656,-9.547202110290527,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,"The

The",False,False,False,False,5.561252593994141,-9.641796112060547,581,4232
KV_STRIDE_COMPACT,8.0,stride,compact,A-s11-d0-t4096,4096,composition,Longmere,The,False,False,False,False,-8.855033874511719,-16.893585205078125,581,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,semantic,crimson,"Answer
Answer with the document, the
Answer with the
Answer with the
Answer with the
Answer with the
Answer with the
Answer with the
Answer with the
Answer with the
Answer with the
Answer with the",False,False,False,False,-12.683095932006836,-21.831008911132812,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,identifier,MB-3138-XD,"Kettle-4043
</think>
Answer for the
Answer the
Answer the",False,False,False,False,-0.03301715850830078,-11.140695571899414,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,number,"11,583","1
1",False,False,False,False,0.29050683975219727,-6.278754711151123,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,date,2031-04-12,"April 20233
The electrical system
The electrical
The electrical
The electrical",False,False,False,False,1.198561191558838,-6.466879367828369,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,00112. The document is the manifest. The document is the manifest. The document is the manifest. The document. The document. The document. The document. The document. The document. The document. The document.,False,False,False,False,1.1329326629638672,-9.670588493347168,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,"/sp
</think>
</think>
</think>
Answer",False,False,False,False,-0.0690755844116211,-13.258720397949219,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,"https
</think>
</think>
</think>
</think>
Answer: The mirror
Answer: The mirror
Answer: The mirror
Answer: The mirror
Answer: The mirror
Answer: The mirror
Answer: The mirror
Answer: The",False,False,False,False,0.5873336791992188,-9.68844985961914,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,Hal handover the hand and the following hand and the hand and the hand and the hand and the hand and the hand and the hand and the hand and the hand and the hand and the hand and the hand and the hand and the hand,False,False,False,False,3.023308753967285,-15.190051078796387,316,4232
KV_STRIDE,16.0,stride,original,A-s11-d0-t4096,4096,composition,Longmere,"R2
R
R",False,False,False,False,-10.636216163635254,-24.54541015625,316,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,semantic,crimson,"Answer
Answer
</think>

The answer is the bicycle is a bicycle
Answer
Answer
The answer is the bicycle
Answer
The answer is the bicycle
Answer
The answer is the bicycle
Answer
Answer


Answer",False,False,False,False,-13.90396499633789,-22.224933624267578,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,identifier,MB-3138-XD,"Mir



The exact replacement of the",False,False,False,False,0.4279060363769531,-12.665082931518555,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,number,"11,583","12, and the total to the original, the total, and the total, the total, the total, the total, the total, the total, the total, the total, the total, the total, the total, the",False,False,False,False,-1.701169729232788,-5.143415927886963,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,date,2031-04-12,April 2022 the electrical system. The electrical system. The electrical system. The electrical system. The electrical system. The electrical system. The electrical system. The electrical system. The electrical system. The electrical system. The electrical,False,False,False,False,0.8086824417114258,-7.5692243576049805,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,0. The document. The manifest is the document. The document is the document. The document is the document. The document is the document. The document is the document. The document is the document. The document is the document. The,False,False,False,False,0.8329839706420898,-11.100584030151367,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,"/2.1
Answer: The path to the
Answer: The path to the
Answer: The path to the
Answer: The path to the
Answer: The path to the
Answer: The path to the
Answer",False,False,False,False,-0.4418506622314453,-13.451064109802246,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,"http




The mirror is a mirror



















### Section 408









###",False,False,False,False,0.5712156295776367,-9.278804779052734,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,"Ni Ni
</think>
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The",False,False,False,False,7.310705184936523,-14.318660736083984,315,4232
KV_SINK,16.0,sink,original,A-s11-d0-t4096,4096,composition,Longmere,"DEL
### Section
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The
The

The",False,False,False,False,-6.860544204711914,-23.061172485351562,315,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,semantic,crimson,"The
</document.",False,False,False,False,1.2353153228759766,-13.699277877807617,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,identifier,MB-3138-XD,<|,False,False,False,False,-0.9403424263000488,-8.521934509277344,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,number,"11,583",The,False,False,False,False,0.4481048583984375,-5.627892971038818,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,date,2031-04-12,<|,False,False,False,False,0.3157174587249756,-3.7331225872039795,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,hash,6d6f05e42e59ccb9,"The
</document.",False,False,False,False,3.3402786254882812,-6.8379669189453125,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,path,/var/opt/mirren/spool/kx73.log,"The
</document.",False,False,False,False,-0.062381744384765625,-12.82633113861084,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,url,https://depot.example.net/rel/4062,The,False,False,False,False,-0.36493492126464844,-8.709471702575684,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,proper_noun,Tobias Vantol,<|,False,False,False,False,4.653327941894531,-10.299467086791992,316,4232
KV_STRIDE_COMPACT,16.0,stride,compact,A-s11-d0-t4096,4096,composition,Longmere,The,False,False,False,False,-9.275503158569336,-15.822032928466797,316,4232
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d0-t4096,4096,semantic,crimson,Answer: blue,False,False,False,True,-5.489688873291016,-10.635428428649902,2205,4232
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d0-t4096,4096,identifier,MB-3138-XD,None.,False,False,False,False,-0.042728424072265625,-6.413003921508789,2209,4232
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d0-t4096,4096,number,"11,583","11,583",True,True,True,False,8.600239276886668,-4.7683647608209867e-07,2211,4232
BUDGET,2.0,raw_uniform_chunks,native,A-s11-d0-t4096,4096,date,2031-04-12,The thermal audit for Ordell-4035 closed on 2030-01-16.,False,False,False,True,-4.0183135867118835,-4.755879878997803,2209,4232
